travelTimeMeta_ID,DGWT
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1.4
275,5.3
276,4.6
277,6.6
278,5.3
279,6
280,1.5
281,10.1
282,2.1
283,1.3
284,2.2
285,7.3
286,0.4
287,0.3
288,8.7
289,4.8
290,1.1
291,1.3
292,0.9
293,3.7
294,4.4
295,1.1
296,2.4
297,3.1
298,0.3
299,0
300,4.1
301,2.1
302,1.4
303,2
304,3
305,2.2
306,4.7
307,1.8
308,0.4
309,1.7
310,0
311,0
312,0.5
313,1.1
314,9.3
315,7.7
316,0.8
317,2.3
318,0.4
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,2.8
431,2
432,0
433,2.1
434,2.6
435,0
436,0
437,3.3
438,3.2
439,1
440,4.3
441,0.5
442,2.3
443,2.7
444,4
445,0.5
446,0.6
447,2.8
448,4.1
449,0.4
450,3
451,3.1
452,4.7
453,4.1
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,1.09728
497,0
498,0
499,1.85928
500,3.26136
501,2.7432
502,3.29184
503,0
504,0
505,0
506,0
507,4.2672
508,1.2
509,3
510,3.5
511,0
512,8.1
513,4.5
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,5.9
522,5.1
523,3.3
524,1
525,2.8
526,5.5
527,4.9
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,2.01168
537,1.46304
538,0.8
539,0
540,0
541,0
542,2.286
543,1.2
544,0
545,2.7432
546,4.4196
547,2.7
548,3.048
549,3.9624
550,0.9
551,0
552,0
553,2.92608
554,0
555,0
556,0
557,0
558,0.2
559,4.20624
560,9.9
561,0
562,2.6
563,5.6
564,9
565,4.4
566,1.43256
567,0
568,0
569,0
570,0.2
571,1.6
572,1.6
573,0.2
574,0.3
575,0.2
576,1.3716
577,1.61544
578,1.49352
579,2.62128
580,2.86512
581,1.3716
582,0.79248
583,1.70688
584,2.1336
585,1.70688
586,1.18872
587,2
588,2.37744
589,0.6
590,0.79248
591,2.6
592,2.80416
593,0
594,2.01168
595,1.95072
596,1.8288
597,3.68808
598,1.8
599,0
600,0
601,0
602,5.1816
603,8.1
604,4
605,3.6576
606,0
607,3.048
608,1.524
609,2.1336
610,1.524
611,4.572
612,5.0292
613,0.9
614,4.05384
615,3.07848
616,3.77952
617,3.77952
618,3.77952
619,3.9624
620,4.63296
621,2.49936
622,2.5908
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,3.2004
925,0
926,0
927,2.286
928,3.9624
929,3.048
930,0.6
931,2.7432
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,13
986,6.6
987,0
988,0
989,3.5
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,6.4
1030,0.8
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,3.1
1087,4.4
1088,0.4
1089,3.1
1090,3.4
1091,0.4
1092,3.5
1093,2
1094,2.4
1095,16.9
1096,5.4
1097,6.8
1098,9.4
1099,5.2
1100,8
1101,7.5
1102,8.1
1103,1.3
1104,5.2
1105,2.8
1106,0.7
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,2.7
1221,1.7
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,9.1
1230,0
1231,0
1232,0
1233,0
1234,10
1235,10
1236,10
1237,10
1238,10
